cvpj,cvpj,cvpj,cvpj,cvpj,cvpj,vst2,vst2,vst3,vst3
bitcrushsweep15l,bitCrushSweep15l,0.0,0.0,1.0,Bit Crush Sweep 15 Lock,959,Bit Crush Sweep 15 Lock,959,Bit Crush Sweep 15 Lock
wavetype16,waveType16,0.0,0.0,8.0,Wave Type 16,960,Wave Type 16,960,Wave Type 16
mastervolume16,masterVolume16,0.5,0.0,1.0,Master Volume 16,961,Master Volume 16,961,Master Volume 16
attacktime16,attackTime16,0.0,0.0,1.0,Attack Time 16,962,Attack Time 16,962,Attack Time 16
sustaintime16,sustainTime16,0.2431178390979767,0.0,1.0,Sustain Time 16,963,Sustain Time 16,963,Sustain Time 16
sustainpunch16,sustainPunch16,0.1305335760116577,0.0,1.0,Punch 16,964,Punch 16,964,Punch 16
decaytime16,decayTime16,0.3757133483886719,0.0,1.0,Decay Time 16,965,Decay Time 16,965,Decay Time 16
compressionamount16,compressionAmount16,0.300000011920929,0.0,1.0,Compression 16,966,Compression 16,966,Compression 16
startfrequency16,startFrequency16,0.5501021146774292,0.0,1.0,Frequency 16,967,Frequency 16,967,Frequency 16
minfrequency16,minFrequency16,0.2000000029802322,0.0,1.0,Frequency Cutoff 16,968,Frequency Cutoff 16,968,Frequency Cutoff 16
slide16,slide16,-0.3432634472846985,-1.0,1.0,Frequency Slide 16,969,Frequency Slide 16,969,Frequency Slide 16
deltaslide16,deltaSlide16,0.0,-1.0,1.0,Delta Slide 16,970,Delta Slide 16,970,Delta Slide 16
vibratodepth16,vibratoDepth16,0.0,0.0,1.0,Vibrato Depth 16,971,Vibrato Depth 16,971,Vibrato Depth 16
vibratospeed16,vibratoSpeed16,0.0,0.0,1.0,Vibrato Speed 16,972,Vibrato Speed 16,972,Vibrato Speed 16
overtones16,overtones16,0.0,0.0,1.0,Harmonics 16,973,Harmonics 16,973,Harmonics 16
overtonefalloff16,overtoneFalloff16,0.0,0.0,1.0,Harmonics Falloff 16,974,Harmonics Falloff 16,974,Harmonics Falloff 16
changerepeat16,changeRepeat16,0.0,0.0,1.0,Pitch Jump Repeat Speed 16,975,Pitch Jump Repeat Speed 16,975,Pitch Jump Repeat Speed 16
changeamount16,changeAmount16,0.0,-1.0,1.0,Pitch Jump Amount 1 16,976,Pitch Jump Amount 1 16,976,Pitch Jump Amount 1 16
changespeed16,changeSpeed16,0.0,0.0,1.0,Pitch Jump Onset 1 16,977,Pitch Jump Onset 1 16,977,Pitch Jump Onset 1 16
changeamount216,changeAmount216,0.0,-1.0,1.0,Pitch Jump Amount 2 16,978,Pitch Jump Amount 2 16,978,Pitch Jump Amount 2 16
changespeed216,changeSpeed216,0.0,0.0,1.0,Pitch Jump Onset 2 16,979,Pitch Jump Onset 2 16,979,Pitch Jump Onset 2 16
squareduty16,squareDuty16,0.8483421802520752,0.0,1.0,Square Duty 16,980,Square Duty 16,980,Square Duty 16
dutysweep16,dutySweep16,-0.2084497362375259,-1.0,1.0,Duty Sweep 16,981,Duty Sweep 16,981,Duty Sweep 16
repeatspeed16,repeatSpeed16,0.0,0.0,1.0,Repeat Speed 16,982,Repeat Speed 16,982,Repeat Speed 16
flangeroffset16,flangerOffset16,0.0,-1.0,1.0,Flanger Offset 16,983,Flanger Offset 16,983,Flanger Offset 16
flangersweep16,flangerSweep16,0.0,-1.0,1.0,Flanger Sweep 16,984,Flanger Sweep 16,984,Flanger Sweep 16
lpfiltercutoff16,lpFilterCutoff16,1.0,0.0,1.0,LP Filter Cutoff 16,985,LP Filter Cutoff 16,985,LP Filter Cutoff 16
lpfiltercutoffsweep16,lpFilterCutoffSweep16,0.0,-1.0,1.0,LP Filter Cutoff Sweep 16,986,LP Filter Cutoff Sweep 16,986,LP Filter Cutoff Sweep 16
lpfilterresonance16,lpFilterResonance16,0.0,0.0,1.0,LP Filter Resonance 16,987,LP Filter Resonance 16,987,LP Filter Resonance 16
hpfiltercutoff16,hpFilterCutoff16,0.0,0.0,1.0,HP Filter Cutoff 16,988,HP Filter Cutoff 16,988,HP Filter Cutoff 16
hpfiltercutoffsweep16,hpFilterCutoffSweep16,0.0,-1.0,1.0,HP Filter Cutoff Sweep 16,989,HP Filter Cutoff Sweep 16,989,HP Filter Cutoff Sweep 16
bitcrush16,bitCrush16,0.0,0.0,1.0,Bit Crush 16,990,Bit Crush 16,990,Bit Crush 16
bitcrushsweep16,bitCrushSweep16,0.0,-1.0,1.0,Bit Crush Sweep 16,991,Bit Crush Sweep 16,991,Bit Crush Sweep 16
wavetype16l,waveType16l,0.0,0.0,1.0,Wave Type 16 Lock,992,Wave Type 16 Lock,992,Wave Type 16 Lock
mastervolume16l,masterVolume16l,1.0,0.0,1.0,Master Volume 16 Lock,993,Master Volume 16 Lock,993,Master Volume 16 Lock
attacktime16l,attackTime16l,0.0,0.0,1.0,Attack Time 16 Lock,994,Attack Time 16 Lock,994,Attack Time 16 Lock
sustaintime16l,sustainTime16l,0.0,0.0,1.0,Sustain Time 16 Lock,995,Sustain Time 16 Lock,995,Sustain Time 16 Lock
sustainpunch16l,sustainPunch16l,0.0,0.0,1.0,Punch 16 Lock,996,Punch 16 Lock,996,Punch 16 Lock
decaytime16l,decayTime16l,0.0,0.0,1.0,Decay Time 16 Lock,997,Decay Time 16 Lock,997,Decay Time 16 Lock
compressionamount16l,compressionAmount16l,0.0,0.0,1.0,Compression 16 Lock,998,Compression 16 Lock,998,Compression 16 Lock
startfrequency16l,startFrequency16l,0.0,0.0,1.0,Frequency 16 Lock,999,Frequency 16 Lock,999,Frequency 16 Lock
minfrequency16l,minFrequency16l,0.0,0.0,1.0,Frequency Cutoff 16 Lock,1000,Frequency Cutoff 16 Lock,1000,Frequency Cutoff 16 Lock
slide16l,slide16l,0.0,0.0,1.0,Frequency Slide 16 Lock,1001,Frequency Slide 16 Lock,1001,Frequency Slide 16 Lock
deltaslide16l,deltaSlide16l,0.0,0.0,1.0,Delta Slide 16 Lock,1002,Delta Slide 16 Lock,1002,Delta Slide 16 Lock
vibratodepth16l,vibratoDepth16l,0.0,0.0,1.0,Vibrato Depth 16 Lock,1003,Vibrato Depth 16 Lock,1003,Vibrato Depth 16 Lock
vibratospeed16l,vibratoSpeed16l,0.0,0.0,1.0,Vibrato Speed 16 Lock,1004,Vibrato Speed 16 Lock,1004,Vibrato Speed 16 Lock
overtones16l,overtones16l,0.0,0.0,1.0,Harmonics 16 Lock,1005,Harmonics 16 Lock,1005,Harmonics 16 Lock
overtonefalloff16l,overtoneFalloff16l,0.0,0.0,1.0,Harmonics Falloff 16 Lock,1006,Harmonics Falloff 16 Lock,1006,Harmonics Falloff 16 Lock
changerepeat16l,changeRepeat16l,0.0,0.0,1.0,Pitch Jump Repeat Speed 16 Lock,1007,Pitch Jump Repeat Speed 16 Lock,1007,Pitch Jump Repeat Speed 16 Lock
changeamount16l,changeAmount16l,0.0,0.0,1.0,Pitch Jump Amount 1 16 Lock,1008,Pitch Jump Amount 1 16 Lock,1008,Pitch Jump Amount 1 16 Lock
changespeed16l,changeSpeed16l,0.0,0.0,1.0,Pitch Jump Onset 1 16 Lock,1009,Pitch Jump Onset 1 16 Lock,1009,Pitch Jump Onset 1 16 Lock
changeamount216l,changeAmount216l,0.0,0.0,1.0,Pitch Jump Amount 2 16 Lock,1010,Pitch Jump Amount 2 16 Lock,1010,Pitch Jump Amount 2 16 Lock
changespeed216l,changeSpeed216l,0.0,0.0,1.0,Pitch Jump Onset 2 16 Lock,1011,Pitch Jump Onset 2 16 Lock,1011,Pitch Jump Onset 2 16 Lock
squareduty16l,squareDuty16l,0.0,0.0,1.0,Square Duty 16 Lock,1012,Square Duty 16 Lock,1012,Square Duty 16 Lock
dutysweep16l,dutySweep16l,0.0,0.0,1.0,Duty Sweep 16 Lock,1013,Duty Sweep 16 Lock,1013,Duty Sweep 16 Lock
repeatspeed16l,repeatSpeed16l,0.0,0.0,1.0,Repeat Speed 16 Lock,1014,Repeat Speed 16 Lock,1014,Repeat Speed 16 Lock
flangeroffset16l,flangerOffset16l,0.0,0.0,1.0,Flanger Offset 16 Lock,1015,Flanger Offset 16 Lock,1015,Flanger Offset 16 Lock
flangersweep16l,flangerSweep16l,0.0,0.0,1.0,Flanger Sweep 16 Lock,1016,Flanger Sweep 16 Lock,1016,Flanger Sweep 16 Lock
lpfiltercutoff16l,lpFilterCutoff16l,0.0,0.0,1.0,LP Filter Cutoff 16 Lock,1017,LP Filter Cutoff 16 Lock,1017,LP Filter Cutoff 16 Lock
lpfiltercutoffsweep16l,lpFilterCutoffSweep16l,0.0,0.0,1.0,LP Filter Cutoff Sweep 16 Lock,1018,LP Filter Cutoff Sweep 16 Lock,1018,LP Filter Cutoff Sweep 16 Lock
lpfilterresonance16l,lpFilterResonance16l,0.0,0.0,1.0,LP Filter Resonance 16 Lock,1019,LP Filter Resonance 16 Lock,1019,LP Filter Resonance 16 Lock
hpfiltercutoff16l,hpFilterCutoff16l,0.0,0.0,1.0,HP Filter Cutoff 16 Lock,1020,HP Filter Cutoff 16 Lock,1020,HP Filter Cutoff 16 Lock
hpfiltercutoffsweep16l,hpFilterCutoffSweep16l,0.0,0.0,1.0,HP Filter Cutoff Sweep 16 Lock,1021,HP Filter Cutoff Sweep 16 Lock,1021,HP Filter Cutoff Sweep 16 Lock
bitcrush16l,bitCrush16l,0.0,0.0,1.0,Bit Crush 16 Lock,1022,Bit Crush 16 Lock,1022,Bit Crush 16 Lock
bitcrushsweep16l,bitCrushSweep16l,0.0,0.0,1.0,Bit Crush Sweep 16 Lock,1023,Bit Crush Sweep 16 Lock,1023,Bit Crush Sweep 16 Lock
